,name,locality,latitude,longitude,cuisines,average_cost_for_two,aggregate_rating,votes,rating_text
2298,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
2299,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
2300,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
2301,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
2302,Hotel Shree Leela,Sapna Sangeeta,22.69968994,75.86681005,North Indian,400,3.8,849,Good
2303,Pizza Hut,Sapna Sangeeta,22.69985944,75.86841468,"Pizza, Fast Food, Italian",700,3.6,538,Good
2304,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
2305,JMB,Manik Bagh Road,22.70850209,75.85467305,"Chinese, Fast Food, Desserts",400,4.1,489,Very Good
2306,Pizza Hut,"Malhar Mega Mall, Vijay Nagar",22.74098097,75.89501213,"Pizza, Fast Food, Italian",700,3.3,480,Average
2307,Food 4 Foodie,HIG-LIG,22.73627561,75.90043791,"North Indian, Fast Food",450,3.7,663,Good
2308,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
2309,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
2310,The GroundBaking Co.,Vijay Nagar,22.75681884,75.8895582,"Pizza, Continental, Beverages",600,4.4,505,Very Good
2311,Shree Leela Dal Bafle,Sarwate Bus Stand,22.71390366,75.86915597,North Indian,200,3.9,355,Good
2312,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
2313,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
2314,Behrouz Biryani,Old Palasia,22.72556711,75.8948398,"Biryani, North Indian, Mughlai",700,4.4,700,Very Good
2315,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
2316,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
2317,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
2318,Mukki Ke Zayke,Sapna Sangeeta,22.69760211,75.86748496,Fast Food,150,4.4,730,Very Good
2319,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
2320,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
2321,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
2322,Johny Hot Dog,"56 Dukan, New Palasia",22.72374872,75.88484723,Fast Food,200,4.3,393,Very Good
2323,Domino's Pizza,Rajendra Nagar,22.66035144,75.82506549,"Pizza, Fast Food",400,3.8,578,Good
2324,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
2325,Foobae,Old Palasia,22.72324804,75.89555494,"Burger, Beverages, Fast Food, Desserts",300,4.1,516,Very Good
2326,Singh Restaurant,Vijay Nagar,22.76151484,75.88674892,"North Indian, Chinese",500,3.8,587,Good
2327,Dilli Da Roll,New Palasia,22.72462761,75.88403352,Rolls,400,4.4,569,Very Good
2328,Sam's Momos,"56 Dukan, New Palasia",22.72438052,75.88470776,"Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9,505,Good
2329,Pind Balluchi,Vijay Nagar,22.75608795,75.89400295,North Indian,1000,3.9,591,Good
2330,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
2331,Via Indore,New Palasia,22.72654401,75.88007391,North Indian,550,3.6,362,Good
2332,Delicious Hut,HIG-LIG,22.73201136,75.89133013,North Indian,300,4.1,620,Very Good
2333,Madhur Zayka Sweets n Cafe,Annapurna Road,22.69201183,75.83823714,"North Indian, South Indian, Fast Food, Mithai",500,3.8,619,Good
2334,Behrouz Biryani,"Mangal City Mall, Vijay Nagar",22.75263624,75.89663655,"Biryani, North Indian, Mughlai",700,4.4,522,Very Good
2335,Namo Sandwich,Sudama Nagar,22.69633146,75.83485689,Fast Food,500,4.3,860,Very Good
2336,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
2337,Shree Gurukripa,Sarwate Bus Stand,22.71408953,75.86885054,North Indian,350,4.3,2030,Very Good
2338,Nafees Restaurant,Old Palasia,22.72571214,75.88775709,"North Indian, Mughlai",800,4.3,2987,Very Good
2339,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
2340,Shree Gurukripa,Vijay Nagar,22.75322076,75.9021484,North Indian,500,4.1,1451,Very Good
2341,Hotel Guru Kripa Avenue,Sarwate Bus Stand,22.71409403,75.86911564,North Indian,350,4.1,1354,Very Good
2342,Maa Ki Rasoi,Sudama Nagar,22.6846581,75.82895,"North Indian, South Indian",450,4.1,541,Very Good
2343,Apna Sweets,Vijay Nagar,22.74956011,75.89528974,"Mithai, North Indian, South Indian, Beverages",400,4.3,2619,Very Good
2344,Dutt Guru Kripa,South Tukoganj,22.71977664,75.87688342,"North Indian, Fast Food",450,4.1,1261,Very Good
2345,Oye24,HIG-LIG,22.73416947,75.87423574,"North Indian, Chinese",250,4.1,1460,Very Good
2346,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
2347,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
2348,Sagar Gaire,New Palasia,22.72554639,75.88351585,"South Indian, North Indian, Fast Food",450,4.1,2932,Very Good
2349,Domino's Pizza,"Sapna Sangeeta Mall, Sapna Sangeeta",22.69901566,75.86720265,"Pizza, Fast Food",400,3.9,1437,Good
2350,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
2351,Hotel Rajhans,Sarafa Bazaar,22.71785828,75.85122675,North Indian,400,4,1972,Very Good
2352,Hotel Zakir,Khajrana,22.73306955,75.91415506,North Indian,300,4.1,738,Very Good
2353,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
2354,Apna Sweets,Sapna Sangeeta,22.69974624,75.86668465,"Mithai, North Indian, South Indian, Beverages",400,4,1849,Very Good
2355,Domino's Pizza,Old Palasia,22.72560422,75.8944482,"Pizza, Fast Food",400,3.9,738,Good
2356,Madhuram Sweets,"56 Dukan, New Palasia",22.72408302,75.88479862,"Chinese, Mithai",300,4,659,Very Good
2357,99 Rotiwala,HIG-LIG,22.73821875,75.88737186,North Indian,500,4.2,2517,Very Good
2358,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"North Indian, Bar Food",1500,4.9,1346,Excellent
2359,Hotel Madni Darbar,Sarwate Bus Stand,22.71490539,75.86858734,North Indian,300,3.9,890,Good
2360,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
2361,Apna Sweets,Old Palasia,22.72568153,75.89197587,"Mithai, North Indian, South Indian, Beverages",400,4.2,1543,Very Good
2362,Domino's Pizza,Vijay Nagar,22.75241022,75.89099485,"Pizza, Fast Food",400,3.8,792,Good
2363,The Monroe,New Palasia,22.72673018,75.88414416,"Italian, Chinese, North Indian",900,4.4,728,Very Good
2364,Singh Sahab,Sapna Sangeeta,22.69605215,75.86003143,"North Indian, Chinese",600,3.9,1150,Good
2365,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
2366,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
2367,KFC,"Malhar Mega Mall, Vijay Nagar",22.74097881,75.89500375,"Burger, Fast Food",450,4,774,Very Good
2368,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
2369,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
2370,Dilli Darbar Family Restaurant,Old Palasia,22.7238415,75.88701881,"Chinese, North Indian",750,3.9,508,Good
2371,Rasgulla House,Geeta Bhavan,22.7185767,75.88595599,Mithai,100,4.3,829,Very Good
2372,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
2373,Gyaniji Ka Khalsa Dhaba,Bhawar Kuan,22.69285505,75.86704507,"North Indian, Chinese",400,3.9,897,Good
2374,Apna Sweets,Annapurna Road,22.68848891,75.8368082,"Mithai, North Indian, South Indian, Beverages",400,3.8,1444,Good
2375,Pishori Restaurant,Sapna Sangeeta,22.69859562,75.86435147,"North Indian, Chinese, Mughlai",800,4,1257,Very Good
2376,Banana Leaf,"Malhar Mega Mall, Vijay Nagar",22.74484886,75.89457929,"South Indian, North Indian",800,4.3,831,Very Good
2377,"Raja Ram - Dhaba, Sweets & Namkeen",Vijay Nagar,22.77285,75.902185,"North Indian, Mithai, Street Food",200,4.1,457,Very Good
2378,Tinku Everfresh,Vijay Nagar,22.75671249,75.88739164,"Sandwich, Fast Food, Beverages",450,4.2,1054,Very Good
2379,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
2380,KFC,RNT Marg,22.7139318,75.87478627,"Burger, Fast Food",450,3.8,745,Good
2381,Mama Loca,New Palasia,22.72821918,75.88418338,"Continental, Italian",1100,4.3,625,Very Good
2382,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
2383,Shiva Chinese Wok,Old Palasia,22.72299755,75.89690879,"Chinese, Fast Food",300,4.1,412,Very Good
2384,Old Kolkata Roll Club,New Palasia,22.72467121,75.88415589,"Chinese, Rolls",250,4.1,458,Very Good
2385,Just Paratha,Bhawar Kuan,22.69011165,75.86425994,"North Indian, Fast Food",250,4,740,Very Good
2386,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
2387,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
2388,Guru Kripa,Rau,22.62061635,75.80065135,North Indian,300,3.9,620,Good
2389,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
2390,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
2391,Tinku's,Bhawar Kuan,22.69337625,75.86730693,"Sandwich, Fast Food, Beverages",450,4,884,Very Good
2392,Spicy Family Restaurant,Vijay Nagar,22.7534933,75.90221118,"North Indian, Chinese, Mughlai",500,3.7,642,Good
2393,Oye24,Manik Bagh Road,22.708502,75.855355,"North Indian, Chinese",250,3.7,568,Good
2394,Bollywood Theka,"Infiniti Hotel, Vijay Nagar",22.75004369,75.90347618,"North Indian, Fast Food, Finger Food",1300,4.4,1119,Very Good
2395,Chill Baby,Old Palasia,22.72579069,75.89463327,"Fast Food, Chinese, Pizza",400,3.9,486,Good
2396,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
2397,Chick N Serve,Khajrana,22.73368244,75.90231411,"Lebanese, North Indian, Chinese",800,4.1,848,Very Good
2398,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
2399,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
2400,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
2401,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
2402,Hotel Shree Leela,Sapna Sangeeta,22.69968994,75.86681005,North Indian,400,3.8,849,Good
2403,Pizza Hut,Sapna Sangeeta,22.69985944,75.86841468,"Pizza, Fast Food, Italian",700,3.6,538,Good
2404,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
2405,JMB,Manik Bagh Road,22.70850209,75.85467305,"Chinese, Fast Food, Desserts",400,4.1,489,Very Good
2406,Pizza Hut,"Malhar Mega Mall, Vijay Nagar",22.74098097,75.89501213,"Pizza, Fast Food, Italian",700,3.3,480,Average
2407,Food 4 Foodie,HIG-LIG,22.73627561,75.90043791,"North Indian, Fast Food",450,3.7,663,Good
2408,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
2409,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
2410,The GroundBaking Co.,Vijay Nagar,22.75681884,75.8895582,"Pizza, Continental, Beverages",600,4.4,505,Very Good
2411,Shree Leela Dal Bafle,Sarwate Bus Stand,22.71390366,75.86915597,North Indian,200,3.9,355,Good
2412,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
2413,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
2414,Behrouz Biryani,Old Palasia,22.72556711,75.8948398,"Biryani, North Indian, Mughlai",700,4.4,700,Very Good
2415,Sheetal Restaurant,Sudama Nagar,22.69599122,75.83103508,"North Indian, South Indian",600,3.9,748,Good
2416,Parag Bakery & Fast Food,Sudama Nagar,22.68636936,75.82926918,"Bakery, Fast Food",300,4.1,605,Very Good
2417,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
2418,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
2419,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
2420,Mukki Ke Zayke,Sapna Sangeeta,22.69760211,75.86748496,Fast Food,150,4.4,730,Very Good
2421,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
2422,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
2423,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
2424,Johny Hot Dog,"56 Dukan, New Palasia",22.72374872,75.88484723,Fast Food,200,4.3,393,Very Good
2425,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
2426,Domino's Pizza,Rajendra Nagar,22.66035144,75.82506549,"Pizza, Fast Food",400,3.8,578,Good
2427,Foobae,Old Palasia,22.72324804,75.89555494,"Burger, Beverages, Fast Food, Desserts",300,4.1,516,Very Good
2428,Singh Restaurant,Vijay Nagar,22.76151484,75.88674892,"North Indian, Chinese",500,3.8,587,Good
2429,Dilli Da Roll,New Palasia,22.72462761,75.88403352,Rolls,400,4.4,569,Very Good
2430,Behrouz Biryani,"Mangal City Mall, Vijay Nagar",22.75263624,75.89663655,"Biryani, North Indian, Mughlai",700,4.4,522,Very Good
2431,Sam's Momos,"56 Dukan, New Palasia",22.72438052,75.88470776,"Momos, Chinese, Rolls, North Indian, Fast Food",500,3.9,505,Good
2432,Pind Balluchi,Vijay Nagar,22.75608795,75.89400295,North Indian,1000,3.9,591,Good
2433,Via Indore,New Palasia,22.72654401,75.88007391,North Indian,550,3.6,362,Good
2434,Delicious Hut,HIG-LIG,22.73201136,75.89133013,North Indian,300,4.1,620,Very Good
2435,Namo Sandwich,Sudama Nagar,22.69633146,75.83485689,Fast Food,500,4.3,860,Very Good
2436,Bake N Shake,"BCM Heights, Vijay Nagar",22.75570457,75.89528706,"Cafe, Fast Food, Bakery",500,4.2,683,Very Good
2437,Shree Gurukripa,Sarwate Bus Stand,22.71408953,75.86885054,North Indian,350,4.3,2030,Very Good
2438,Hotel Guru Kripa,Sarwate Bus Stand,22.71408551,75.86884584,North Indian,350,4.3,3441,Very Good
2439,Nafees Restaurant,Old Palasia,22.72571214,75.88775709,"North Indian, Mughlai",800,4.3,2987,Very Good
2440,Shree Gurukripa,Vijay Nagar,22.75322076,75.9021484,North Indian,500,4.1,1451,Very Good
2441,Hotel Guru Kripa Avenue,Sarwate Bus Stand,22.71409403,75.86911564,North Indian,350,4.1,1354,Very Good
2442,Maa Ki Rasoi,Sudama Nagar,22.6846581,75.82895,"North Indian, South Indian",450,4.1,541,Very Good
2443,Apna Sweets,Vijay Nagar,22.74956011,75.89528974,"Mithai, North Indian, South Indian, Beverages",400,4.3,2619,Very Good
2444,Dutt Guru Kripa,South Tukoganj,22.71977664,75.87688342,"North Indian, Fast Food",450,4.1,1261,Very Good
2445,Oye24,HIG-LIG,22.73416947,75.87423574,"North Indian, Chinese",250,4.1,1460,Very Good
2446,Mitti - Organic. Fresh. Desi.,Old Palasia,22.72509334,75.89026932,"Cafe, North Indian",600,4.3,590,Very Good
2447,Sagar Gaire,New Palasia,22.72554639,75.88351585,"South Indian, North Indian, Fast Food",450,4.1,2932,Very Good
2448,SD 21 - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.75003503,75.90348154,"North Indian, Chinese",1100,4.6,959,Excellent
2449,Domino's Pizza,"Sapna Sangeeta Mall, Sapna Sangeeta",22.69901566,75.86720265,"Pizza, Fast Food",400,3.9,1437,Good
2450,Cravings - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75243589,75.88778827,"North Indian, Chinese, Italian",1800,4.7,658,Excellent
2451,Hotel Rajhans,Sarafa Bazaar,22.71785828,75.85122675,North Indian,400,4,1972,Very Good
2452,Hotel Zakir,Khajrana,22.73306955,75.91415506,North Indian,300,4.1,738,Very Good
2453,The Cube - Hotel Effotel,"Hotel Effotel, Vijay Nagar",22.75003751,75.90347484,"North Indian, Chinese, Italian",1200,4.8,518,Excellent
2454,Apna Sweets,Sapna Sangeeta,22.69974624,75.86668465,"Mithai, North Indian, South Indian, Beverages",400,4,1849,Very Good
2455,Domino's Pizza,Old Palasia,22.72560422,75.8944482,"Pizza, Fast Food",400,3.9,738,Good
2456,Madhuram Sweets,"56 Dukan, New Palasia",22.72408302,75.88479862,"Chinese, Mithai",300,4,659,Very Good
2457,99 Rotiwala,HIG-LIG,22.73821875,75.88737186,North Indian,500,4.2,2517,Very Good
2458,Kebabsville - Sayaji Hotel,"Sayaji Hotel, Vijay Nagar",22.75244733,75.88778928,"North Indian, Bar Food",1500,4.9,1346,Excellent
2459,Hotel Madni Darbar,Sarwate Bus Stand,22.71490539,75.86858734,North Indian,300,3.9,890,Good
2460,Shreemaya Celebration,"Hotel Shreemaya, RNT Marg",22.71538229,75.87409124,"Bakery, North Indian, South Indian, Fast Food",600,4.6,782,Excellent
2461,Apna Sweets,Old Palasia,22.72568153,75.89197587,"Mithai, North Indian, South Indian, Beverages",400,4.2,1543,Very Good
2462,Domino's Pizza,Vijay Nagar,22.75241022,75.89099485,"Pizza, Fast Food",400,3.8,792,Good
2463,The Monroe,New Palasia,22.72673018,75.88414416,"Italian, Chinese, North Indian",900,4.4,728,Very Good
2464,Singh Sahab,Sapna Sangeeta,22.69605215,75.86003143,"North Indian, Chinese",600,3.9,1150,Good
2465,Tic Tac Toe,Vijay Nagar,22.75577104,75.89530483,"North Indian, Chinese, Fast Food",1200,4.4,418,Very Good
2466,Indore Kitchen - Indore Marriott Hotel,"Indore Marriott Hotel, Vijay Nagar",22.75294944,75.88340923,"North Indian, Italian, Asian, Fast Food",1800,4.4,634,Very Good
2467,KFC,"Malhar Mega Mall, Vijay Nagar",22.74097881,75.89500375,"Burger, Fast Food",450,4,774,Very Good
2468,Taberna - The Cafe Bar,Vijay Nagar,22.74522609,75.90370987,"Italian, North Indian, Chinese",1400,4.4,722,Very Good
2469,Mangosteen Cafe,New Palasia,22.72731805,75.88403452,Cafe,800,4,912,Very Good
2470,Dilli Darbar Family Restaurant,Old Palasia,22.7238415,75.88701881,"Chinese, North Indian",750,3.9,508,Good
2471,Rasgulla House,Geeta Bhavan,22.7185767,75.88595599,Mithai,100,4.3,829,Very Good
2472,Mocha,YN Road,22.73218329,75.8749358,"Cafe, Continental, Italian, Street Food",800,4.2,989,Very Good
2473,Gyaniji Ka Khalsa Dhaba,Bhawar Kuan,22.69285505,75.86704507,"North Indian, Chinese",400,3.9,897,Good
2474,Apna Sweets,Annapurna Road,22.68848891,75.8368082,"Mithai, North Indian, South Indian, Beverages",400,3.8,1444,Good
2475,Pishori Restaurant,Sapna Sangeeta,22.69859562,75.86435147,"North Indian, Chinese, Mughlai",800,4,1257,Very Good
2476,Banana Leaf,"Malhar Mega Mall, Vijay Nagar",22.74484886,75.89457929,"South Indian, North Indian",800,4.3,831,Very Good
2477,"Raja Ram - Dhaba, Sweets & Namkeen",Vijay Nagar,22.77285,75.902185,"North Indian, Mithai, Street Food",200,4.1,457,Very Good
2478,Tinku Everfresh,Vijay Nagar,22.75671249,75.88739164,"Sandwich, Fast Food, Beverages",450,4.2,1054,Very Good
2479,Patissez,Vijay Nagar,22.7478682,75.89486964,"Continental, Desserts",1000,4.3,530,Very Good
2480,KFC,RNT Marg,22.7139318,75.87478627,"Burger, Fast Food",450,3.8,745,Good
2481,Mama Loca,New Palasia,22.72821918,75.88418338,"Continental, Italian",1100,4.3,625,Very Good
2482,Hobnob Gourmet Cafébar,"Infiniti Hotel, Vijay Nagar",22.75004029,75.90347383,"Continental, Italian, North Indian",1950,4.6,1028,Excellent
2483,Shiva Chinese Wok,Old Palasia,22.72299755,75.89690879,"Chinese, Fast Food",300,4.1,412,Very Good
2484,Old Kolkata Roll Club,New Palasia,22.72467121,75.88415589,"Chinese, Rolls",250,4.1,458,Very Good
2485,Just Paratha,Bhawar Kuan,22.69011165,75.86425994,"North Indian, Fast Food",250,4,740,Very Good
2486,O2 Cafe De La Ville,New Palasia,22.72744979,75.88585541,"Cafe, Fast Food",900,4.1,681,Very Good
2487,Just My Bakes,Vijay Nagar,22.76006083,75.89254785,"Cafe, North Indian, Bakery",700,4,771,Very Good
2488,Guru Kripa,Rau,22.62061635,75.80065135,North Indian,300,3.9,620,Good
2489,Mr. Beans,Old Palasia,22.72318186,75.8979173,"Cafe, French, Italian",800,4.3,715,Very Good
2490,Cafe Chapter One,Vijay Nagar,22.75841728,75.90491217,"Cafe, Italian, Fast Food",750,4.5,307,Excellent
2491,Tinku's,Bhawar Kuan,22.69337625,75.86730693,"Sandwich, Fast Food, Beverages",450,4,884,Very Good
2492,Spicy Family Restaurant,Vijay Nagar,22.7534933,75.90221118,"North Indian, Chinese, Mughlai",500,3.7,642,Good
2493,Oye24,Manik Bagh Road,22.708502,75.855355,"North Indian, Chinese",250,3.7,568,Good
2494,Bollywood Theka,"Infiniti Hotel, Vijay Nagar",22.75004369,75.90347618,"North Indian, Fast Food, Finger Food",1300,4.4,1119,Very Good
2495,Chill Baby,Old Palasia,22.72579069,75.89463327,"Fast Food, Chinese, Pizza",400,3.9,486,Good
2496,Shreemaya Celebration,Rajendra Nagar,22.66956459,75.83192121,"Bakery, North Indian, South Indian, Fast Food",500,4.3,465,Very Good
2497,Chick N Serve,Khajrana,22.73368244,75.90231411,"Lebanese, North Indian, Chinese",800,4.1,848,Very Good
2498,Cafe Terazza,Vijay Nagar,22.74499975,75.89212708,"Cafe, Italian, Chinese",900,3.9,988,Good
2499,Johny Hot Dog,"56 Dukan, New Palasia",22.72551299,75.88435136,"Fast Food, Street Food",150,4.5,1650,Excellent
2500,Just My Bakes,Sudama Nagar,22.69346719,75.82868747,"Cafe, North Indian, Bakery",700,3.8,275,Good
2501,Mustang - Hotel Somdeep Palace," Hotel Somdeep Palace, Vijay Nagar",22.7500341,75.90348221,"North Indian, Chinese",1500,4.7,1254,Excellent
2502,Hotel Shree Leela,Sapna Sangeeta,22.69968994,75.86681005,North Indian,400,3.8,849,Good
2503,Pizza Hut,Sapna Sangeeta,22.69985944,75.86841468,"Pizza, Fast Food, Italian",700,3.6,538,Good
2504,Tea Shack,Vijay Nagar,22.76268998,75.88715527,"Fast Food, Italian",450,4.2,722,Very Good
2505,JMB,Manik Bagh Road,22.70850209,75.85467305,"Chinese, Fast Food, Desserts",400,4.1,489,Very Good
2506,Pizza Hut,"Malhar Mega Mall, Vijay Nagar",22.74098097,75.89501213,"Pizza, Fast Food, Italian",700,3.3,480,Average
2507,Food 4 Foodie,HIG-LIG,22.73627561,75.90043791,"North Indian, Fast Food",450,3.7,663,Good
2508,Ravi Alpahar,Old Palasia,22.72695407,75.89435935,Street Food,100,4.3,642,Very Good
2509,Vijay Chaat House,"56 Dukan, New Palasia",22.72373604,75.88471279,Street Food,100,4.8,598,Excellent
2510,The GroundBaking Co.,Vijay Nagar,22.75681884,75.8895582,"Pizza, Continental, Beverages",600,4.4,505,Very Good
2511,Shree Leela Dal Bafle,Sarwate Bus Stand,22.71390366,75.86915597,North Indian,200,3.9,355,Good
2512,Cafe Yolo,Vijay Nagar,22.76162707,75.88633049,"Cafe, Fast Food",650,4.1,692,Very Good
2513,Naturals Ice Cream,RNT Marg,22.71819971,75.87213423,"Desserts, Ice Cream",150,4.7,632,Excellent
2514,Behrouz Biryani,Old Palasia,22.72556711,75.8948398,"Biryani, North Indian, Mughlai",700,4.4,700,Very Good
2515,Sheetal Restaurant,Sudama Nagar,22.69599122,75.83103508,"North Indian, South Indian",600,3.9,748,Good
2516,Parag Bakery & Fast Food,Sudama Nagar,22.68636936,75.82926918,"Bakery, Fast Food",300,4.1,605,Very Good
2517,Hotel Shreemaya,"Hotel Shreemaya, RNT Marg",22.7153826,75.87407682,"North Indian, Mughlai, Chinese",1100,4.4,615,Very Good
2518,Oiya,New Palasia,22.72591346,75.8822009,Cafe,600,4.4,241,Very Good
2519,10 Downing Street,Vijay Nagar,22.74468869,75.89435063,"North Indian, Chinese",1500,4.1,742,Very Good
2520,Mukki Ke Zayke,Sapna Sangeeta,22.69760211,75.86748496,Fast Food,150,4.4,730,Very Good
2521,Little Monk,MR 10 Road,22.7807603,75.86217854,"North Indian, Italian, Chinese",1000,4.2,420,Very Good
2522,Tinku's,YN Road,22.72124778,75.87387331,"Sandwich, Fast Food, Beverages",450,4.2,822,Very Good
2523,Chang's Legacy,Vijay Nagar,22.75228686,75.89130901,"Chinese, North Indian",800,4.6,237,Excellent
2524,Johny Hot Dog,"56 Dukan, New Palasia",22.72374872,75.88484723,Fast Food,200,4.3,393,Very Good
2525,JAL - A Jungle Restaurant,Bhawar Kuan,22.65182272,75.88192228,"North Indian, Chinese",850,4.2,622,Very Good
2526,Domino's Pizza,Rajendra Nagar,22.66035144,75.82506549,"Pizza, Fast Food",400,3.8,578,Good
